spatial_id;votes;invalid;valid;oevp;spoe;fpoe;gruene;bzoe;neos;rekos;anders;eustop
G61604;199;3;196;49;32;79;14;2;12;2;5;1
G61605;124;2;122;47;21;27;5;2;16;1;0;3
G61606;137;4;133;28;29;57;4;1;8;0;2;4
G61607;217;4;213;118;31;41;7;0;11;0;0;5
G61608;189;7;182;41;54;54;8;1;20;0;0;4
G61609;3030;79;2951;368;1021;941;210;21;235;21;39;95
G61610;196;0;196;45;44;58;23;2;20;1;2;1
G61611;620;18;602;178;118;175;46;4;57;8;8;8
G61612;938;15;923;219;164;277;116;6;93;20;12;16
G61613;713;22;691;105;279;181;53;3;46;4;8;12
G61614;85;2;83;52;3;22;3;0;2;0;1;0
G61615;603;16;587;209;74;175;40;4;50;8;13;14
G61616;144;4;140;47;22;39;12;2;13;1;1;3
G61617;111;2;109;32;39;25;4;0;4;0;2;3
G61618;531;14;517;30;247;163;21;3;29;1;8;15
G61619;124;0;124;38;14;50;5;0;16;0;0;1
G61620;550;11;539;186;96;124;66;3;43;5;6;10
G61621;248;7;241;100;41;58;16;1;12;1;4;8
G61622;620;6;614;147;156;183;57;1;48;5;4;13
G61623;236;2;234;69;66;59;14;1;15;0;1;9
G61624;909;14;895;271;103;330;61;5;92;6;11;16
G61625;2856;60;2796;355;961;862;247;29;196;27;45;74
G61699;2014;27;1987;371;660;415;209;5;213;17;35;62
G61700;30798;733;30065;9234;5714;7364;3668;133;2429;357;494;672
G61701;596;7;589;145;93;174;90;3;54;7;7;16
G61702;280;8;272;104;64;45;25;1;19;1;5;8
G61703;143;0;143;51;29;47;10;0;5;0;0;1
G61704;579;20;559;216;102;111;51;2;50;3;11;13
G61705;480;12;468;153;90;108;60;0;34;17;5;1
G61706;355;15;340;100;49;120;27;4;28;2;7;3
G61707;363;6;357;100;88;73;33;2;45;5;2;9
G61708;457;12;445;163;69;145;26;0;23;7;3;9
G61709;385;5;380;153;47;128;18;0;20;1;8;5
G61710;375;9;366;117;63;108;32;1;31;3;6;5
G61711;418;14;404;223;71;70;18;0;11;3;3;5
G61712;484;11;473;193;26;180;31;2;23;4;7;7
G61713;1709;35;1674;450;304;348;319;5;160;9;39;40
G61714;318;7;311;120;43;95;21;0;22;6;1;3
G61715;353;5;348;104;85;50;55;2;30;2;14;6
G61716;948;18;930;288;83;242;160;7;89;11;19;31
G61717;169;3;166;53;34;57;9;1;4;1;2;5
G61718;232;4;228;69;39;60;20;0;16;4;8;12
G61719;618;9;609;177;98;175;98;3;36;4;7;11
G61720;402;11;391;171;53;103;16;1;37;3;1;6
G61721;527;26;501;168;70;135;58;1;40;7;12;10
G61722;308;6;302;154;39;57;14;2;24;3;5;4
G61723;766;21;745;173;183;170;92;1;73;16;19;18
G61724;156;1;155;50;19;45;13;0;17;7;1;3
G61725;266;4;262;77;60;62;30;0;19;4;1;9
G61726;325;4;321;60;88;91;39;2;29;3;4;5
G61727;659;17;642;151;106;191;98;3;55;7;18;13
G61728;324;8;316;140;53;74;15;3;25;1;1;4
G61729;634;19;615;203;133;140;64;3;39;13;10;10
G61730;713;22;691;205;162;138;93;6;55;6;11;15
G61731;514;16;498;200;81;130;37;5;27;3;7;8
G61732;232;12;220;109;40;45;6;0;17;3;0;0
G61733;199;0;199;67;26;91;7;1;7;0;0;0
G61734;457;11;446;144;60;89;97;5;34;3;6;8
G61735;169;6;163;75;18;34;15;1;11;6;2;1
G61736;709;14;695;263;134;154;61;4;54;5;7;13
G61737;689;11;678;196;123;181;90;5;34;21;9;19
G61739;104;2;102;33;10;42;9;0;4;1;0;3
G61740;574;15;559;208;72;132;70;5;59;1;5;7
G61741;371;8;363;137;120;63;14;2;17;2;1;7
G61742;166;6;160;24;17;79;16;1;10;1;6;6
G61743;298;13;285;120;61;65;16;2;15;2;0;4
G61744;224;7;217;79;47;64;4;1;12;3;2;5
G61745;462;13;449;229;84;85;16;0;24;3;6;2
G61746;1218;22;1196;407;178;275;166;6;87;15;19;43
G61747;592;17;575;165;78;146;81;0;70;5;12;18
G61748;1149;20;1129;203;178;446;167;5;80;13;17;20
G61749;154;2;152;57;14;49;14;0;7;0;1;10
G61750;648;16;632;261;116;165;28;0;36;12;6;8
G61751;793;22;771;251;170;152;100;7;58;11;7;15
G61752;256;14;242;62;26;78;42;2;19;1;4;8
G61753;525;16;509;127;73;165;54;5;61;5;7;12
G61754;363;7;356;126;33;127;17;1;23;17;4;8
G61755;2521;63;2458;356;910;450;388;7;196;28;57;66
G61799;3069;61;3008;804;602;515;518;13;354;36;72;94
G62000;24574;529;24045;5636;7365;6031;1976;144;1587;228;436;642
G62001;250;2;248;136;41;44;13;0;10;0;3;1
G62002;329;9;320;49;132;71;28;0;20;1;8;11
G62003;125;7;118;24;21;35;13;1;14;0;6;4
G62004;403;10;393;165;82;84;23;3;12;8;4;12
G62005;245;10;235;53;68;48;36;0;16;1;7;6
G62006;77;6;71;24;14;24;0;0;7;0;0;2
G62007;2186;53;2133;349;695;635;164;17;151;20;51;51
G62008;469;8;461;241;78;62;23;1;34;9;2;11
G62009;401;8;393;104;106;104;32;1;29;0;6;11
G62010;167;0;167;50;56;33;11;0;11;2;3;1
G62011;2427;38;2389;378;876;675;177;11;144;14;38;76
G62012;136;2;134;59;9;36;3;0;13;8;3;3
G62013;2713;52;2661;309;1045;797;207;17;124;19;68;75
G62014;615;16;599;228;126;113;74;2;46;1;3;6
G62015;680;16;664;210;143;166;55;7;47;15;8;13
G62016;512;9;503;152;112;124;52;3;27;8;12;13
G62017;218;6;212;71;39;64;7;0;19;1;4;7
G62018;223;5;218;64;67;39;25;0;15;0;2;6
G62019;279;4;275;81;54;78;25;1;26;0;3;7
G62020;734;17;717;117;303;154;57;7;36;4;13;26
G62021;198;6;192;104;30;42;2;0;10;1;0;3
G62022;206;4;202;100;32;31;11;0;16;0;3;9
G62023;131;3;128;29;40;34;15;1;7;0;2;0
G62024;56;2;54;14;8;22;5;0;0;0;0;5
G62025;124;1;123;47;55;15;0;0;3;1;0;2
G62026;293;7;286;111;55;55;32;1;21;0;5;6
G62027;155;1;154;62;35;36;4;1;14;0;0;2
G62028;330;8;322;110;80;80;18;3;19;3;1;8
G62029;355;4;351;120;80;84;29;4;20;4;3;7
G62030;501;11;490;132;167;101;45;2;25;3;9;6
G62031;405;9;396;131;102;96;20;4;33;1;1;8
G62032;420;14;406;163;80;100;22;1;23;7;2;8
G62033;87;0;87;53;8;17;3;0;2;0;1;3
G62034;434;8;426;210;75;57;27;0;17;33;3;4
G62035;1520;35;1485;244;507;434;107;10;101;14;32;36
G62036;474;17;457;126;123;109;36;4;23;2;14;20
G62037;478;6;472;142;97;117;50;3;51;7;4;1
G62038;1842;39;1803;210;681;584;133;10;81;16;33;55
G62099;3376;76;3300;664;1043;631;392;29;320;25;79;117
G62100;38545;803;37742;6528;13862;9674;3078;162;2375;335;676;1052
G62101;379;7;372;124;88;59;54;0;32;2;4;9
G62102;492;18;474;122;129;127;46;7;22;5;4;12
G62103;765;22;743;185;232;181;61;1;50;9;12;12
G62104;155;13;142;51;38;28;7;0;10;3;2;3
G62105;780;32;748;196;295;157;26;6;49;3;5;11
G62106;4253;69;4184;533;1776;1017;391;13;237;23;95;99
G62107;165;6;159;45;35;47;13;1;12;0;4;2
G62108;57;0;57;27;21;5;2;0;0;1;0;1
G62109;146;12;134;49;10;35;18;0;14;2;1;5
G62110;515;20;495;99;243;99;16;1;20;4;3;10
G62111;115;4;111;46;34;15;3;0;4;3;1;5
G62112;231;16;215;67;56;50;14;4;17;1;2;4
G62113;5710;76;5634;600;2365;1642;416;20;295;49;127;120
G62114;1774;46;1728;302;737;375;127;5;104;10;24;44
G62115;1614;27;1587;331;430;466;153;8;106;18;28;47
G62116;1320;31;1289;349;299;387;113;2;80;6;21;32
G62117;489;14;475;155;86;103;39;5;37;22;3;25
G62118;767;15;752;135;258;227;47;3;47;8;8;19
G62119;406;8;398;63;166;84;31;1;38;1;6;8
G62120;178;4;174;31;75;51;1;1;7;0;6;2
G62121;2676;77;2599;298;996;757;223;20;134;20;57;94
G62122;492;18;474;92;154;155;22;2;29;2;7;11
G62123;1125;22;1103;185;353;301;112;4;96;7;19;26
G62124;616;6;610;106;195;199;41;3;48;4;4;10
G62125;983;20;963;178;319;260;62;4;74;12;18;36
G62126;123;7;116;28;54;24;2;0;6;0;1;1
G62127;358;8;350;85;127;78;20;2;24;3;0;11
G62128;1150;18;1132;208;327;318;119;4;100;13;18;25
G62129;779;8;771;100;248;262;69;4;49;9;6;24
G62130;413;18;395;99;174;60;19;2;20;10;2;9
G62131;591;23;568;129;168;192;37;2;19;4;6;11
G62132;622;14;608;159;211;134;38;2;38;8;7;11
G62133;610;11;599;76;279;135;45;2;14;8;15;25
G62134;333;9;324;81;83;106;13;4;19;3;6;9
G62135;560;13;547;108;204;131;39;5;28;7;5;20
G62136;845;20;825;124;423;163;44;2;27;1;13;28
G62137;721;10;711;80;266;261;37;1;27;12;12;15
G62199;5237;61;5176;882;1908;983;558;21;442;42;124;216
G62200;33655;931;32724;12530;5086;8067;2895;191;2452;385;393;725
G62201;406;13;393;139;51;102;41;6;41;2;5;6
G62202;523;17;506;217;26;158;33;5;41;5;8;13
G62203;727;26;701;301;70;157;67;5;65;13;8;15
G62204;233;2;231;60;43;84;9;3;19;4;2;7
G62205;740;16;724;295;97;188;60;9;53;4;7;11
G62206;398;16;382;132;85;84;27;1;37;0;7;9
G62207;615;33;582;253;110;127;32;1;28;7;8;16
G62208;207;5;202;73;17;63;31;0;11;1;1;5
G62209;392;10;382;142;31;139;25;1;30;4;1;9
G62210;396;11;385;161;63;102;19;4;25;0;3;8
G62211;973;24;949;285;252;219;87;3;57;11;11;24
G62212;1796;40;1756;592;304;390;231;12;124;18;24;61
G62213;829;28;801;340;104;205;48;3;62;10;11;18
G62214;621;19;602;242;76;181;45;1;35;4;5;13
G62215;186;6;180;69;22;52;9;2;20;1;0;5
G62216;508;18;490;210;38;147;43;5;28;3;10;6
G62217;398;3;395;189;40;92;28;5;29;6;2;4
G62218;230;11;219;88;20;49;25;2;26;1;5;3
G62219;2097;40;2057;692;334;467;274;11;197;31;16;35
G62220;742;21;721;385;55;151;61;3;46;5;5;10
G62221;337;5;332;190;14;89;12;3;17;0;2;5
G62222;236;2;234;95;16;66;16;4;27;1;1;8
G62223;845;16;829;267;97;243;95;8;64;7;21;27
G62224;180;3;177;56;39;56;13;1;5;0;3;4
G62225;480;8;472;202;38;131;45;2;34;4;2;14
G62226;566;34;532;148;166;137;26;3;32;8;3;9
G62227;129;2;127;47;12;34;1;0;8;21;4;0
G62228;434;7;427;141;30;160;45;5;23;3;5;15
G62229;385;18;367;153;53;92;23;1;33;5;2;5
G62230;374;13;361;95;36;141;29;2;34;11;9;4
G62231;398;7;391;66;165;92;30;0;17;1;9;11
G62232;437;12;425;135;57;124;50;0;30;16;3;10
G62233;1112;35;1077;440;190;254;63;4;74;7;19;26
G62234;737;20;717;247;141;150;82;1;53;14;10;19
G62235;784;21;763;369;69;187;51;2;58;9;7;11
G62236;232;11;221;117;25;58;8;0;9;0;1;3
G62237;227;4;223;48;75;61;13;3;14;4;0;5
G62238;387;9;378;181;37;96;23;1;21;11;6;2
G62239;374;9;365;124;85;94;21;3;25;3;4;6
G62240;418;11;407;69;167;112;20;10;17;3;5;4
G62241;314;9;305;143;39;70;23;2;15;4;3;6
G62242;399;11;388;166;77;87;15;2;27;9;2;3
G62243;130;4;126;49;13;29;24;0;5;1;2;3
G62244;631;17;614;195;124;175;44;7;33;1;4;31
G62245;522;25;497;258;66;89;29;1;40;5;2;7
G62246;496;20;476;260;45;105;26;1;24;3;5;7
G62247;651;37;614;322;66;128;27;0;39;12;8;12
G62248;303;6;297;85;102;53;21;1;19;6;2;8
G62249;416;14;402;171;57;108;17;3;25;3;10;8
G62250;463;13;450;144;59;129;45;1;39;7;9;17
G62251;90;4;86;38;10;20;6;1;4;3;1;3
G62252;456;14;442;146;82;133;46;2;26;1;0;6
G62253;366;14;352;150;83;66;15;4;19;5;3;7
G62254;181;4;177;102;14;40;5;0;11;1;1;3
G62255;180;10;170;64;2;79;11;0;10;1;0;3
G62256;569;4;565;211;92;123;63;5;40;5;6;20
G62257;225;9;216;78;13;71;19;3;16;3;4;9
G62258;353;7;346;138;54;80;41;2;24;0;5;2
G62259;532;14;518;201;80;141;43;4;24;9;7;9
G62260;338;12;326;183;36;64;10;2;22;5;2;2
G62261;284;5;279;104;53;73;25;0;16;3;3;2
G62262;560;17;543;297;54;87;40;1;44;16;4;0
G62263;120;3;117;42;27;26;7;1;8;3;0;3
G62299;2987;52;2935;928;488;557;432;13;353;21;55;88
G62300;30184;744;29440;11445;4241;7720;2430;147;2211;312;297;637
G62301;391;9;382;199;48;82;23;1;24;2;1;2
G62302;85;3;82;44;1;27;3;0;5;1;0;1
G62303;649;14;635;251;123;122;70;1;50;3;3;12
G62304;482;12;470;152;130;86;56;4;24;6;5;7
G62305;360;20;340;90;110;90;18;1;17;2;5;7
G62306;151;5;146;52;20;43;13;0;6;5;1;6
G62307;126;1;125;61;14;28;9;0;7;1;1;4
G62308;248;6;242;75;49;73;17;1;16;4;1;6
G62309;489;26;463;245;40;110;27;1;26;5;0;9
G62310;115;5;110;44;5;33;14;0;11;1;0;2
G62311;533;15;518;226;81;107;43;0;40;4;4;13
G62312;149;3;146;63;13;50;8;0;3;5;2;2
G62313;291;10;281;133;31;62;14;0;22;11;4;4
G62314;385;8;377;114;47;139;28;2;26;3;9;9
G62315;926;23;903;347;154;224;82;2;66;10;5;13
G62316;1182;32;1150;300;290;262;140;9;97;11;15;26
G62317;239;3;236;86;51;55;20;1;11;3;2;7
G62318;168;3;165;66;23;47;12;0;14;0;2;1
G62319;182;5;177;89;17;44;8;0;9;7;1;2
G62320;106;2;104;34;4;38;11;1;5;2;5;4
G62321;589;24;565;287;35;126;54;1;45;3;3;11
G62322;729;16;713;241;116;200;63;3;54;13;3;20
G62323;385;15;370;112;86;106;26;4;21;0;1;14
G62324;273;0;273;95;43;88;14;0;22;2;3;6
G62325;102;4;98;48;5;14;15;0;10;1;1;4
G62326;506;21;485;214;45;153;26;2;30;1;5;9
G62327;488;10;478;179;54;137;51;2;31;4;3;17
G62328;262;4;258;110;29;76;19;1;18;0;0;5
G62329;349;11;338;119;69;86;31;2;12;0;10;9
G62330;393;12;381;147;49;102;32;0;35;3;2;11
G62331;275;4;271;119;54;69;11;0;15;1;0;2
G62332;413;8;405;170;58;98;25;0;34;2;7;11
G62333;483;12;471;197;55;117;39;6;42;3;6;6
G62334;602;12;590;174;89;182;51;5;60;8;6;15
G62335;379;18;361;180;38;77;25;1;28;3;3;6
G62336;200;13;187;66;41;48;6;4;14;0;3;5
G62337;310;3;307;113;47;74;27;1;38;2;2;3
G62338;126;2;124;70;6;36;4;0;8;0;0;0
G62339;248;3;245;69;50;82;18;0;20;4;1;1
G62340;225;8;217;104;28;53;14;3;13;0;0;2
G62341;210;5;205;111;18;50;9;0;6;6;0;5
G62342;308;4;304;97;53;104;21;4;16;0;1;8
G62343;356;11;345;150;38;97;20;2;23;2;4;9
G62344;117;6;111;54;2;30;7;1;15;2;0;0
G62345;918;21;897;296;147;239;73;7;80;10;21;24
G62346;394;4;390;128;72;91;50;4;32;2;6;5
G62347;481;18;463;161;71;144;39;2;33;5;1;7
G62348;212;3;209;86;37;49;8;0;12;1;7;9
G62349;195;3;192;81;33;54;4;1;16;0;1;2
G62350;593;11;582;244;95;151;35;1;41;2;4;9
G62351;148;3;145;54;9;48;12;3;9;0;3;7
G62352;250;7;243;81;43;72;15;0;23;1;3;5
G62353;234;5;229;64;22;76;23;3;19;2;6;14
G62354;452;6;446;186;32;128;50;1;28;6;5;10
G62355;221;4;217;111;16;57;12;1;15;0;2;3
G62356;253;11;242;110;38;39;27;0;23;1;0;4
G62357;481;13;468;200;71;107;41;2;31;1;4;11
G62358;231;4;227;87;20;65;14;2;28;0;1;10
G62359;182;1;181;79;31;48;9;0;8;5;1;0
G62360;750;17;733;352;79;166;63;4;45;2;14;8
G62361;448;10;438;219;30;118;22;4;30;10;1;4
G62362;587;14;573;220;94;160;31;4;44;9;2;9
G62363;1044;20;1024;405;136;306;71;5;55;17;8;21
G62364;212;5;207;101;13;67;9;3;7;2;2;3
G62365;351;7;344;131;33;103;36;0;35;1;2;3
G62366;517;15;502;240;47;106;64;3;32;2;3;5
G62367;189;5;184;53;28;66;16;0;16;1;2;2
G62368;358;8;350;139;77;76;19;0;16;6;2;15
G62369;237;5;232;76;46;82;17;0;6;2;0;3
G62370;89;6;83;28;4;32;5;1;10;3;0;0
G62371;181;16;165;74;15;42;7;3;11;1;3;9
G62372;346;8;338;129;20;146;10;3;15;7;6;2
G62373;344;9;335;137;45;66;21;1;22;34;1;8
G62374;602;9;593;244;46;207;46;3;35;1;2;9
G62399;3099;45;3054;1032;432;682;357;20;345;32;54;100
G70000;191114;3575;187539;60765;31365;32705;32878;733;18104;2692;3157;5140
G7A000;37127;659;36468;7799;6730;5963;9437;103;4125;395;983;933
G7A099;5342;83;5259;1203;802;525;1642;14;773;45;139;116
G7B000;67251;1246;66005;20292;11050;12141;11875;252;6577;931;1032;1855
G7B099;8344;69;8275;2110;1252;1247;1891;30;1296;76;129;244
G7C000;41938;717;41221;14267;7018;8013;5937;205;3409;544;570;1258
G7C099;4334;48;4286;1260;686;577;824;27;626;44;76;166
G7D000;30843;586;30257;12412;4547;4521;4070;118;2830;608;389;762
G7D099;3321;35;3286;1097;460;425;581;11;471;57;54;130
G7E000;13955;367;13588;5995;2020;2067;1559;55;1163;214;183;332
G7E099;1372;13;1359;436;201;141;265;4;216;13;33;50
G70099;22713;248;22465;6106;3401;2915;5203;86;3382;235;431;706
G70100;37127;659;36468;7799;6730;5963;9437;103;4125;395;983;933
G70101;31785;576;31209;6596;5928;5438;7795;89;3352;350;844;817
G70199;5342;83;5259;1203;802;525;1642;14;773;45;139;116
G70200;12734;275;12459;4638;1848;2062;1791;56;1253;233;188;390
G70201;659;12;647;272;109;88;87;3;56;6;6;20
G70202;945;19;926;260;153;173;159;5;98;16;12;50
G70203;2051;48;2003;604;345;381;326;10;210;51;35;41
G70204;203;6;197;85;29;30;22;0;12;8;5;6
G70205;150;2;148;56;16;37;13;1;21;1;1;2
G70206;112;5;107;53;18;14;11;0;9;1;0;1
G70207;184;5;179;84;43;24;15;2;5;0;0;6
G70208;783;15;768;463;63;115;57;1;48;2;4;15
G70209;778;18;760;248;94;118;149;0;101;12;14;24
G70210;139;5;134;47;20;16;19;0;20;1;4;7
G70211;269;7;262;80;39;52;46;3;25;5;3;9
G70212;316;9;307;95;56;56;45;1;31;11;6;6
G70213;299;12;287;86;32;52;56;2;40;2;7;10
G70214;486;10;476;204;56;56;80;3;62;3;6;6
G70215;382;11;371;89;94;82;49;2;29;5;7;14
G70216;390;9;381;163;93;36;38;0;30;5;4;12
G70217;202;5;197;124;8;39;7;2;12;0;1;4
G70218;255;5;250;91;33;48;36;0;28;7;7;0
G70219;566;10;556;162;120;86;83;5;47;16;8;29
G70220;509;13;496;299;33;72;31;1;38;4;8;10
G70221;317;9;308;97;33;44;72;0;26;10;10;16
G70222;449;11;438;139;65;81;61;4;49;18;7;14
G70223;655;12;643;338;54;130;44;3;50;11;3;10
G70224;291;2;289;122;40;43;32;2;28;12;2;8
G70299;1344;15;1329;377;202;189;253;6;178;26;28;70
G70300;49004;923;48081;14066;8104;8544;9339;178;5073;675;813;1289
G70301;1903;35;1868;452;353;308;427;9;221;17;25;56
G70302;668;6;662;192;82;90;164;2;101;5;16;10
G70303;438;11;427;135;47;94;81;4;52;0;5;9
G70304;1630;36;1594;434;282;259;382;6;150;22;26;33
G70305;343;7;336;118;55;60;50;1;35;5;5;7
G70306;399;8;391;122;54;56;94;3;36;7;15;4
G70307;359;10;349;138;54;77;39;0;31;1;0;9
G70308;392;9;383;111;62;54;85;1;40;4;10;16
G70309;544;13;531;149;100;108;81;3;60;3;4;23
G70310;811;16;795;257;120;167;116;7;81;16;9;22
G70311;240;9;231;92;26;32;44;1;28;0;3;5
G70312;990;14;976;276;151;171;216;5;105;14;19;19
G70313;377;8;369;121;48;118;32;2;24;14;2;8
G70314;150;3;147;78;24;28;8;0;9;0;0;0
G70315;324;4;320;92;66;59;58;0;26;9;6;4
G70317;100;4;96;47;13;20;3;0;11;0;1;1
G70318;417;5;412;133;82;56;73;1;39;1;8;19
G70319;902;13;889;306;145;108;195;2;80;8;22;23
G70320;682;9;673;228;129;95;127;1;63;6;17;7
G70322;462;13;449;122;67;97;78;4;44;11;11;15
G70323;207;2;205;90;27;40;16;0;17;9;2;4
G70325;327;9;318;106;33;48;60;1;46;11;7;6
G70326;399;8;391;180;38;55;51;0;44;10;6;7
G70327;279;5;274;87;70;51;28;1;17;2;8;10
G70328;410;6;404;128;52;68;72;1;60;2;8;13
G70329;1308;28;1280;389;191;240;256;5;132;21;18;28
G70330;316;9;307;143;68;49;20;0;16;5;2;4
G70331;557;16;541;187;83;85;105;3;52;10;7;9
G70332;560;18;542;194;70;78;127;5;46;6;6;10
G70333;433;19;414;185;64;79;36;0;26;12;7;5
G70334;865;18;847;340;94;195;100;2;76;16;5;19
G70335;407;10;397;122;74;59;83;1;37;6;6;9
G70336;104;5;99;49;10;20;6;1;8;0;4;1
G70337;747;22;725;240;146;85;134;1;79;9;13;18
G70338;318;5;313;94;58;44;76;0;26;1;6;8
G70339;293;11;282;94;40;57;44;1;24;4;9;9
G70340;231;1;230;63;53;34;50;0;16;2;4;8
G70341;359;8;351;128;62;58;42;1;27;6;12;15
G70342;193;5;188;36;42;46;16;2;25;1;2;18
G70343;325;4;321;125;48;56;44;1;31;7;4;5
G70344;261;1;260;79;32;53;49;2;35;6;0;4
G70345;535;7;528;160;79;79;99;1;73;8;6;23
G70346;2481;45;2436;496;633;507;475;3;182;21;49;70
G70347;43;0;43;30;2;6;0;0;1;0;1;3
G70348;278;6;272;80;63;66;25;2;10;6;5;15
G70349;289;10;279;162;35;39;16;0;9;11;1;6
G70350;241;6;235;94;40;26;38;0;23;3;2;9
G70351;703;18;685;234;73;135;107;4;97;7;10;18
G70352;292;4;288;144;59;38;31;0;12;2;1;1
G70353;698;14;684;211;72;79;207;1;83;4;6;21
G70354;3362;68;3294;800;633;594;716;9;331;55;72;84
G70355;865;22;843;263;156;177;123;2;80;19;10;13
G70356;373;7;366;134;56;46;66;1;36;8;9;10
G70357;2647;44;2603;557;523;533;608;18;217;39;36;72
G70358;984;17;967;320;154;145;192;1;104;11;12;28
G70359;354;11;343;115;65;60;55;1;30;8;4;5
G70360;395;11;384;134;30;90;60;3;40;6;5;16
G70361;45;0;45;23;4;9;4;0;4;0;1;0
G70362;181;3;178;97;18;35;10;0;9;2;0;7
G70364;1838;36;1802;501;341;326;338;9;166;28;40;53
G70365;1002;21;981;278;144;270;156;7;76;9;17;24
G70366;225;3;222;96;6;56;23;2;22;7;5;5
G70367;1921;36;1885;489;305;469;292;9;169;43;30;79
G70368;278;7;271;109;36;31;41;2;34;4;9;5
G70369;1802;37;1765;399;329;286;414;4;201;30;39;63
G70399;6142;47;6095;1478;933;885;1475;19;988;55;103;159
G70400;15765;287;15478;5820;2532;2847;2122;65;1329;172;185;406
G70401;231;4;227;116;26;43;21;1;15;0;1;4
G70402;602;19;583;274;98;83;78;3;34;3;3;7
G70403;1039;15;1024;344;234;195;141;3;55;17;11;24
G70404;365;6;359;138;39;95;45;2;23;4;5;8
G70405;358;3;355;132;115;47;26;2;16;6;4;7
G70406;1286;27;1259;583;167;189;166;6;85;24;19;20
G70407;375;8;367;172;47;54;33;0;44;1;2;14
G70408;414;5;409;153;67;110;40;1;33;2;3;0
G70409;1045;28;1017;391;220;171;117;6;72;15;12;13
G70410;705;11;694;250;99;170;92;3;49;8;10;13
G70411;1636;34;1602;520;265;335;219;7;165;17;25;49
G70412;826;11;815;370;81;165;92;7;65;3;10;22
G70413;544;15;529;205;126;88;61;1;24;3;5;16
G70414;388;8;380;164;39;57;61;1;41;3;5;9
G70415;217;5;212;87;33;25;40;0;12;2;2;11
G70416;2117;42;2075;605;321;463;339;7;202;31;31;76
G70417;355;7;348;168;42;51;36;2;34;6;4;5
G70418;191;1;190;106;19;29;16;0;17;0;0;3
G70419;509;11;498;183;75;106;67;2;29;8;4;24
G70420;729;11;718;288;131;125;92;1;47;5;11;18
G70499;1833;16;1817;571;288;246;340;10;267;14;18;63
G70500;26173;430;25743;8447;4486;5166;3815;140;2080;372;385;852
G70501;656;11;645;386;35;111;56;5;39;4;4;5
G70502;240;4;236;83;41;51;27;1;18;5;3;7
G70503;676;6;670;178;208;92;119;8;30;3;13;19
G70504;398;9;389;212;65;60;32;1;12;1;0;6
G70505;893;19;874;382;115;161;110;3;54;17;9;23
G70506;740;13;727;221;106;170;115;5;75;11;8;16
G70508;1277;18;1259;428;158;327;162;12;113;21;9;29
G70509;535;12;523;217;65;115;57;1;44;12;3;9
G70510;376;7;369;172;40;43;58;2;31;9;5;9
G70511;1488;29;1459;344;409;333;194;7;94;12;18;48
G70512;1161;19;1142;332;172;213;223;4;124;11;21;42
G70513;3611;41;3570;824;737;795;663;14;258;51;71;157
G70514;801;14;787;244;180;156;116;6;44;14;8;19
G70515;975;19;956;230;240;229;106;5;65;19;14;48
G70516;118;3;115;39;12;17;21;0;16;3;2;5
G70517;765;12;753;179;171;175;103;5;64;6;13;37
G70518;660;12;648;254;78;139;79;4;56;11;11;16
G70519;137;4;133;73;7;25;17;0;4;2;2;3
G70520;524;9;515;140;102;139;56;2;31;5;9;31
G70521;87;0;87;26;15;24;12;0;3;0;3;4
G70522;558;5;553;253;69;86;77;0;47;4;5;12
G70523;113;2;111;74;2;10;7;0;10;3;1;4
G70524;323;11;312;160;31;38;50;1;21;2;2;7
G70525;596;15;581;229;91;106;69;5;43;15;3;20
G70526;789;7;782;358;104;144;107;1;41;11;6;10
G70527;780;14;766;341;109;118;102;4;57;19;5;11
G70528;504;10;494;155;64;112;74;2;55;2;10;20
G70529;380;8;372;161;21;95;33;1;36;14;2;9
G70530;974;20;954;546;62;121;71;6;71;37;10;30
G70531;2537;45;2492;517;579;630;415;18;165;18;57;93
G70599;2501;32;2469;689;398;331;484;17;359;30;58;103
G70600;10319;189;10130;4541;1623;1274;1183;32;919;220;106;232
G70601;69;2;67;39;7;5;11;0;3;0;0;2
G70602;85;2;83;65;5;2;4;0;6;0;0;1
G70603;173;2;171;114;3;11;13;1;25;2;0;2
G70604;763;13;750;333;163;101;70;4;47;11;3;18
G70605;204;5;199;69;49;26;25;0;21;0;5;4
G70606;214;1;213;135;4;35;13;2;14;2;1;7
G70607;292;6;286;123;50;30;28;1;32;10;3;9
G70608;231;2;229;133;25;34;15;2;14;5;0;1
G70609;531;1;530;351;20;84;25;1;34;7;3;5
G70610;92;0;92;75;6;3;5;0;2;1;0;0
G70611;145;2;143;92;12;8;16;0;12;0;0;3
G70612;92;0;92;61;6;6;10;0;5;1;2;1
G70613;96;2;94;57;8;3;8;0;14;0;0;4
G70614;1720;41;1679;539;394;242;241;1;135;51;28;48
G70615;240;9;231;129;24;30;18;3;16;5;1;5
G70616;313;9;304;107;42;46;46;5;35;14;4;5
G70617;431;4;427;201;89;58;42;1;21;4;3;8
G70618;205;5;200;98;25;35;14;0;15;4;2;7
G70619;326;6;320;112;48;64;47;0;22;7;7;13
G70620;243;5;238;92;44;34;37;2;18;6;0;5
G70621;429;8;421;192;29;55;75;1;45;11;5;8
G70622;404;10;394;146;131;32;38;1;28;5;6;7
G70623;185;1;184;106;9;23;10;1;12;17;1;5
G70624;261;5;256;154;22;18;22;0;29;5;5;1
G70625;17;1;16;12;1;2;1;0;0;0;0;0
