spatial_id;votes;invalid;valid;oevp;spoe;fpoe;gruene;bzoe;neos;rekos;anders;eustop
G32399;2460;43;2417;695;675;360;294;8;251;26;33;75
G32400;45745;1330;44415;10354;10992;8736;6967;124;4381;399;1003;1459
G32401;1225;32;1193;189;454;315;91;1;69;7;19;48
G32402;1642;60;1582;259;540;420;134;9;105;11;38;66
G32403;1754;44;1710;459;332;301;270;1;207;12;58;70
G32404;3788;105;3683;840;985;899;451;11;269;18;79;131
G32405;910;32;878;167;269;191;127;5;56;6;15;42
G32406;2574;97;2477;522;760;651;228;6;152;16;54;88
G32407;352;21;331;50;166;77;20;0;7;0;1;10
G32408;9579;216;9363;2871;1470;1300;1931;23;1228;101;211;228
G32409;609;29;580;79;223;123;63;4;47;10;14;17
G32410;1753;67;1686;350;446;399;228;4;161;22;31;45
G32411;696;25;671;137;152;210;88;2;48;5;5;24
G32412;1333;27;1306;384;257;193;237;3;146;10;36;40
G32413;682;28;654;211;165;141;38;4;52;9;18;16
G32415;2383;79;2304;620;430;420;408;5;262;35;56;68
G32416;2998;74;2924;542;719;499;633;8;327;31;78;87
G32417;309;8;301;153;49;41;21;0;20;0;7;10
G32418;707;30;677;138;257;142;56;0;52;2;7;23
G32419;5163;196;4967;637;1688;1274;669;13;335;38;122;191
G32421;997;24;973;274;186;158;190;4;109;12;15;25
G32423;666;23;643;178;77;112;138;9;67;23;19;20
G32424;554;23;531;121;127;141;64;1;38;4;8;27
G32499;5071;90;4981;1173;1240;729;882;11;624;27;112;183
G32500;22326;1241;21085;10792;2995;3505;1538;70;1209;232;211;533
G32501;775;49;726;323;141;165;33;2;34;6;7;15
G32502;814;56;758;422;60;120;56;4;49;14;9;24
G32503;175;12;163;35;86;24;3;1;6;0;3;5
G32504;623;34;589;353;54;92;34;1;26;13;5;11
G32505;859;57;802;366;165;169;51;5;19;5;10;12
G32506;398;17;381;224;38;61;24;0;14;2;7;11
G32508;1935;142;1793;884;249;328;130;3;107;21;25;46
G32509;737;25;712;365;86;159;33;3;43;5;2;16
G32511;253;7;246;72;91;55;7;1;14;0;0;6
G32514;351;23;328;187;38;66;10;2;20;1;1;3
G32515;766;33;733;417;109;96;62;2;22;8;5;12
G32516;832;45;787;414;135;114;50;3;41;6;9;15
G32517;539;25;514;243;85;117;26;0;17;15;2;9
G32518;570;24;546;274;76;84;40;6;34;4;10;18
G32519;390;32;358;189;42;74;14;0;15;3;5;16
G32520;450;21;429;226;52;101;19;0;18;2;4;7
G32521;775;42;733;365;75;140;54;3;39;32;8;17
G32522;639;35;604;344;63;109;23;2;30;4;7;22
G32523;416;27;389;229;51;43;22;0;29;0;4;11
G32524;794;39;755;321;194;129;63;0;20;5;7;16
G32525;1031;75;956;643;54;137;34;1;41;11;7;28
G32528;525;33;492;321;42;42;39;3;27;3;4;11
G32529;539;30;509;269;72;84;27;1;24;5;8;19
G32530;5264;321;4943;2435;668;777;474;17;349;52;45;126
G32599;1876;37;1839;871;269;219;210;10;171;15;17;57
G40000;532398;19456;512942;143725;125206;105369;68655;2642;37696;6528;10100;13021
G4A000;115996;3152;112844;22030;34270;22223;17818;518;8858;1077;3437;2613
G4A099;14618;239;14379;3002;4052;1915;2830;55;1621;106;410;388
G4B000;72748;2559;70189;23357;13090;17357;7613;481;4539;954;1023;1775
G4B099;8076;177;7899;2174;1583;1458;1325;44;779;85;160;291
G4C000;131701;4970;126731;35623;28596;29586;15909;572;9337;1648;2085;3375
G4C099;13832;334;13498;3570;2943;2158;2362;61;1499;161;293;451
G4D000;96325;3747;92578;23673;24961;18091;12415;527;7165;1268;1724;2754
G4D099;11103;384;10719;2654;2656;1488;1900;61;1216;128;236;380
G4E000;115628;5028;110600;39042;24289;18112;14900;544;7797;1581;1831;2504
G4E099;11684;261;11423;3407;2349;1365;2246;44;1240;121;288;363
G40099;59313;1395;57918;14807;13583;8384;10663;265;6355;601;1387;1873
G40100;63718;1467;62251;10997;19516;11469;11026;272;4798;597;2346;1230
G40101;54987;1340;53647;9200;17136;10453;9143;245;3828;525;2064;1053
G40199;8731;127;8604;1797;2380;1016;1883;27;970;72;282;177
G40200;12714;344;12370;1844;4344;2686;1779;48;882;137;304;346
G40201;11430;319;11111;1592;3937;2528;1543;44;762;119;277;309
G40299;1284;25;1259;252;407;158;236;4;120;18;27;37
G40300;18345;492;17853;3287;5078;4716;2490;79;1283;169;354;397
G40301;16392;467;15925;2884;4524;4389;2153;68;1072;155;317;363
G40399;1953;25;1928;403;554;327;337;11;211;14;37;34
G40400;30849;1124;29725;9486;6058;6995;3384;151;1971;366;421;893
G40401;1501;56;1445;378;346;430;152;1;79;7;15;37
G40402;710;22;688;317;88;160;61;3;28;13;7;11
G40403;198;10;188;86;12;61;9;1;10;3;0;6
G40404;3977;113;3864;763;1040;954;601;33;246;40;63;124
G40405;775;29;746;293;137;157;81;5;39;3;9;22
G40406;602;22;580;199;91;144;73;1;45;9;3;15
G40407;564;14;550;215;71;149;51;0;28;10;13;13
G40408;306;21;285;120;44;74;17;1;17;4;2;6
G40409;326;14;312;150;45;56;27;3;20;1;4;6
G40410;335;6;329;143;28;85;40;2;17;2;5;7
G40411;216;12;204;87;25;49;19;1;10;0;0;13
G40412;413;13;400;169;59;88;27;2;26;19;5;5
G40413;870;35;835;247;168;236;79;1;47;11;16;30
G40414;823;20;803;309;141;153;98;4;59;14;15;10
G40415;404;15;389;152;63;112;27;2;17;12;1;3
G40416;230;8;222;75;33;64;12;3;17;5;2;11
G40417;343;14;329;123;39;82;34;2;32;5;5;7
G40418;1198;56;1142;298;346;236;122;9;69;10;15;37
G40419;761;29;732;318;89;148;65;2;57;17;8;28
G40420;398;22;376;166;48;82;41;1;21;5;4;8
G40421;1181;43;1138;214;323;307;104;5;92;18;21;54
G40422;550;25;525;141;129;155;36;5;39;8;4;8
G40423;408;11;397;158;66;83;50;1;20;3;7;9
G40424;333;20;313;102;39;113;19;1;27;3;3;6
G40425;429;17;412;136;120;71;49;0;20;1;4;11
G40426;948;48;900;321;189;185;89;3;58;13;14;28
G40427;685;30;655;235;125;147;69;4;24;13;13;25
G40428;776;30;746;243;138;167;97;6;62;4;9;20
G40429;270;12;258;95;42;50;27;2;28;0;4;10
G40430;280;10;270;108;39;49;32;0;30;3;3;6
G40431;295;17;278;102;63;57;22;4;18;5;2;5
G40432;532;24;508;229;64;135;27;5;30;6;4;8
G40433;324;9;315;142;45;99;11;0;9;1;1;7
G40434;379;23;356;137;76;94;17;2;20;2;0;8
G40435;122;8;114;31;8;54;8;1;6;4;1;1
G40436;528;39;489;183;115;106;48;0;22;5;4;6
G40437;871;23;848;248;200;210;85;3;46;9;21;26
G40438;626;21;605;195;123;133;96;1;31;5;10;11
G40439;231;12;219;131;15;18;37;0;9;1;1;7
G40440;168;6;162;59;42;39;12;0;5;0;1;4
G40441;1024;39;985;215;263;253;111;5;68;17;12;41
G40442;290;8;282;111;35;58;35;5;17;3;5;13
G40443;553;18;535;220;64;126;58;0;36;10;6;15
G40444;232;9;223;112;8;65;21;2;7;4;1;3
G40445;174;9;165;65;34;38;14;0;6;1;2;5
G40446;467;18;449;163;66;139;28;2;37;0;5;9
G40499;3223;64;3159;782;714;524;546;17;320;37;71;148
G40500;12627;463;12164;3611;2856;2715;1473;57;779;84;218;371
G40501;2178;69;2109;467;663;466;235;11;164;11;34;58
G40502;816;30;786;184;218;187;119;2;39;3;9;25
G40503;1088;23;1065;314;262;212;144;5;66;7;28;27
G40504;786;33;753;172;209;186;85;1;52;5;18;25
G40505;464;22;442;181;108;53;65;0;19;3;3;10
G40506;1447;66;1381;472;268;308;160;11;71;8;22;61
G40507;768;30;738;214;175;202;67;1;38;5;15;21
G40508;1005;42;963;395;163;211;87;7;53;13;16;18
G40509;719;29;690;207;135;180;93;3;41;4;11;16
G40510;874;43;831;284;159;199;95;1;51;5;10;27
G40511;880;21;859;214;198;243;105;1;53;10;19;16
G40512;533;34;499;209;56;109;58;6;33;3;4;21
G40599;1069;21;1048;298;242;159;160;8;99;7;29;46
G40600;27372;1327;26045;9412;5900;4269;3391;163;1518;380;413;599
G40601;2607;104;2503;669;634;473;417;32;150;23;44;61
G40602;687;26;661;248;107;158;71;13;34;6;11;13
G40603;911;35;876;324;275;99;89;6;41;6;10;26
G40604;997;45;952;206;230;182;167;2;78;30;30;27
G40605;525;20;505;241;99;49;78;1;17;7;2;11
G40606;298;23;275;174;10;51;16;3;13;4;2;2
G40607;738;38;700;246;179;107;92;1;45;6;8;16
G40608;1169;69;1100;508;200;209;82;7;51;22;9;12
G40609;1087;56;1031;433;183;141;153;9;55;19;11;27
G40610;467;32;435;238;45;72;42;2;23;2;3;8
G40611;672;40;632;316;128;103;26;3;26;6;5;19
G40612;1245;48;1197;404;266;205;168;10;64;12;34;34
G40613;345;17;328;145;53;63;28;3;12;8;4;12
G40614;1915;96;1819;500;522;330;236;10;126;33;32;30
G40615;1027;37;990;469;207;115;88;2;66;24;6;13
G40616;592;45;547;167;169;80;62;1;27;15;3;23
G40617;546;41;505;210;130;83;35;1;27;4;9;6
G40618;850;41;809;284;224;141;78;4;28;18;6;26
G40619;841;54;787;337;130;158;83;6;40;10;10;13
G40620;1263;53;1210;440;349;164;127;4;68;22;17;19
G40621;707;39;668;309;103;145;46;1;37;11;7;9
G40622;856;42;814;205;259;138;120;5;52;12;6;17
G40623;522;17;505;206;94;70;71;1;36;17;4;6
G40624;1587;85;1502;370;428;312;220;13;90;9;23;37
G40625;424;23;401;214;71;48;31;2;20;2;5;8
G40626;611;56;555;293;102;89;42;2;12;2;5;8
G40627;1237;76;1161;472;161;206;189;9;47;26;26;25
G40699;2646;69;2577;784;542;278;534;10;233;24;81;91
G40700;37382;1490;35892;8576;10055;6856;4966;176;2974;467;664;1158
G40701;3228;154;3074;828;699;607;489;10;283;40;38;80
G40702;2307;138;2169;289;857;421;252;17;134;60;44;95
G40703;4260;152;4108;933;1124;813;633;13;326;37;81;148
G40704;2610;102;2508;453;962;470;319;14;116;24;56;94
G40705;4188;124;4064;1097;847;760;688;23;423;64;69;93
G40706;606;32;574;111;260;94;43;2;29;10;8;17
G40707;718;28;690;194;204;159;62;0;33;13;9;16
G40708;864;36;828;247;184;166;99;3;73;7;14;35
G40709;344;18;326;44;124;42;64;1;27;0;9;15
G40710;675;36;639;310;84;113;49;0;46;9;10;18
G40711;3129;159;2970;628;1081;591;281;20;205;34;47;83
G40712;312;25;287;46;163;33;22;3;6;0;9;5
G40713;1679;81;1598;408;399;337;214;6;119;28;30;57
G40714;1277;44;1233;215;378;324;160;7;92;13;12;32
G40715;740;23;717;207;180;155;65;4;64;14;9;19
G40716;364;13;351;138;94;52;32;2;17;9;2;5
G40717;723;30;693;260;135;120;77;5;44;10;19;23
G40718;609;18;591;160;144;76;96;3;74;7;15;16
G40719;1529;74;1455;349;421;303;174;12;96;10;34;56
G40720;2433;95;2338;570;539;580;302;7;189;26;39;86
G40799;4787;108;4679;1089;1176;640;845;24;578;52;110;165
G40800;24865;1018;23847;8075;4422;5535;2854;97;1628;348;314;574
G40801;294;14;280;104;45;74;19;1;24;1;3;9
G40802;1332;49;1283;350;319;306;153;7;79;21;18;30
G40803;809;28;781;337;94;157;84;7;69;11;9;13
G40804;446;18;428;197;54;108;28;3;21;4;2;11
G40805;863;29;834;184;204;256;89;3;48;31;10;9
G40806;1233;54;1179;359;203;353;153;3;53;9;13;33
G40807;518;14;504;173;119;87;58;2;22;20;7;16
G40808;1546;67;1479;393;329;353;205;4;118;25;22;30
G40809;715;32;683;220;129;156;94;1;44;15;9;15
G40810;299;19;280;150;23;56;24;1;16;5;3;2
G40811;550;19;531;171;88;135;51;2;47;9;6;22
G40812;854;36;818;272;156;183;83;10;73;6;10;25
G40813;382;8;374;117;69;113;34;2;11;3;7;18
G40814;563;24;539;239;77;94;75;3;29;5;5;12
G40815;453;20;433;200;64;88;30;2;21;8;8;12
G40816;853;55;798;259;187;189;79;5;45;9;11;14
G40817;744;30;714;312;90;185;56;2;27;11;10;21
G40818;453;18;435;101;106;129;49;1;35;1;5;8
G40819;709;25;684;251;110;143;100;2;48;13;6;11
G40820;246;19;227;134;21;33;18;1;11;1;3;5
G40821;331;19;312;111;30;45;73;4;17;13;4;15
G40822;592;15;577;196;91;166;74;3;33;3;2;9
G40823;390;21;369;120;70;109;27;3;18;4;7;11
G40824;693;39;654;299;103;124;52;2;44;11;7;12
G40825;482;37;445;139;80;102;56;1;47;7;3;10
G40826;215;13;202;89;19;49;24;0;12;2;2;5
G40827;1050;35;1015;218;337;253;110;3;51;9;16;18
G40828;340;19;321;146;47;64;36;0;18;2;1;7
G40829;697;26;671;223;126;174;64;1;43;8;9;23
G40830;377;19;358;127;77;67;49;0;23;5;4;6
G40831;1311;47;1264;507;161;279;146;4;98;17;21;31
G40832;1075;35;1040;267;255;292;107;6;76;9;13;15
G40833;531;21;510;194;77;96;84;1;34;10;6;8
G40834;316;12;304;129;25;97;28;1;13;2;5;4
G40899;2603;82;2521;787;437;420;442;6;260;38;47;84
G40900;20891;806;20085;6059;4716;4130;2505;77;1452;288;313;545
G40901;268;10;258;110;46;46;15;0;25;8;2;6
G40902;1121;58;1063;281;277;251;100;8;69;31;15;31
G40903;304;11;293;120;48;72;25;1;18;3;3;3
G40904;697;37;660;249;107;130;94;1;40;11;13;15
G40905;1329;48;1281;281;396;225;225;5;89;7;24;29
G40906;416;14;402;65;190;79;27;1;21;5;6;8
G40907;2007;84;1923;622;365;397;279;9;152;15;33;51
G40908;1838;57;1781;388;552;349;254;3;129;28;23;55
G40909;1247;41;1206;287;338;271;150;3;73;33;21;30
G40910;881;42;839;378;158;102;105;3;61;7;10;15
G40911;200;8;192;78;44;24;29;1;10;5;0;1
G40912;1739;85;1654;458;324;425;216;8;127;16;35;45
G40913;944;27;917;350;124;231;90;7;57;16;16;26
G40914;231;5;226;54;85;57;11;2;12;4;1;0
G40915;640;13;627;207;200;114;53;1;26;8;4;14
G40916;129;3;126;26;41;49;3;2;5;0;0;0
G40917;976;21;955;261;179;197;152;4;88;29;15;30
G40918;637;19;618;175;197;150;40;0;27;7;7;15
G40919;302;14;288;98;49;62;36;1;27;3;3;9
G40920;848;46;802;331;153;156;69;0;39;19;8;27
G40921;259;9;250;101;38;65;21;3;17;0;2;3
G40922;1033;64;969;384;151;197;109;3;62;8;21;34
G40923;755;21;734;212;200;166;63;0;56;8;11;18
G40999;2090;69;2021;543;454;315;339;11;222;17;40;80
G41000;52278;1685;50593;11033;14754;10754;6792;246;4060;480;1091;1383
G41001;406;22;384;159;66;77;35;2;29;3;5;8
G41002;4094;138;3956;616;1400;1090;382;21;230;25;83;109
G41003;1933;87;1846;226;680;505;121;17;133;49;31;84
G41004;338;16;322;103;69;75;34;3;26;0;1;11
G41005;3491;101;3390;661;1046;737;496;8;248;22;79;93
G41006;487;16;471;169;92;89;54;1;37;2;18;9
G41007;1821;71;1750;400;485;430;208;5;117;20;26;59
G41008;631;19;612;190;155;108;73;0;51;11;9;15
G41009;845;35;810;250;185;170;89;3;68;12;20;13
G41010;990;32;958;169;328;193;165;5;63;2;16;17
G41011;1202;46;1156;270;365;263;123;5;74;10;20;26
G41012;9456;264;9192;1894;2592;1786;1494;60;830;97;234;205
G41013;2403;90;2313;718;548;398;309;4;228;22;44;42
G41014;1945;62;1883;475;485;339;324;11;131;26;47;45
G41015;820;19;801;299;163;129;117;4;53;6;15;15
G41016;717;23;694;171;220;135;77;3;67;6;3;12
G41017;2402;79;2323;426;724;561;300;13;181;13;37;68
G41018;668;32;636;159;171;147;76;3;40;9;12;19
G41019;1433;62;1371;321;315;410;129;4;104;9;24;55
G41020;1741;87;1654;526;407;278;203;4;138;32;22;44
G41021;6370;216;6154;983;2081;1666;639;32;350;51;160;192
G41022;2198;56;2142;643;505;269;397;10;211;19;57;31
G41099;5887;112;5775;1205;1672;899;947;28;651;34;128;211
G41100;27802;1238;26564;8413;7312;4704;2956;99;1695;370;360;655
G41101;468;26;442;165;118;78;39;2;22;4;6;8
G41102;591;28;563;218;138;87;73;2;26;4;6;9
G41103;646;12;634;261;103;162;51;5;33;3;2;14
G41104;412;21;391;176;93;57;24;1;23;7;3;7
G41105;1021;41;980;278;258;206;105;4;55;18;16;40
G41106;1120;51;1069;301;305;167;178;2;76;3;15;22
G41107;297;16;281;103;49;64;27;1;17;3;4;13
G41108;818;41;777;440;62;131;54;4;44;13;5;24
G41109;956;55;901;162;377;174;78;2;55;4;16;33
G41110;1477;50;1427;239;472;346;190;3;102;14;26;35
G41111;1927;70;1857;385;711;349;212;8;131;17;16;28
G41112;682;29;653;263;150;117;47;2;43;9;7;15
G41113;574;50;524;258;75;95;29;4;34;13;5;11
G41114;1448;65;1383;484;366;263;100;8;93;17;17;35
G41115;591;29;562;257;110;90;50;2;27;4;8;14
G41116;2709;130;2579;787;672;471;308;11;177;35;51;67
G41117;425;27;398;224;48;36;38;2;14;29;4;3
G41118;1612;54;1558;489;519;214;173;5;86;17;22;33
G41119;740;56;684;262;187;122;41;2;34;14;7;15
G41120;1508;63;1445;317;537;237;190;7;88;7;17;45
G41121;353;20;333;144;76;59;23;0;20;2;2;7
G41122;393;26;367;217;47;38;17;0;15;18;4;11
G41123;727;32;695;212;125;246;53;1;30;11;6;11
G41124;1955;88;1867;385;702;298;276;4;110;29;27;36
G41125;1119;71;1048;375;268;186;101;4;57;15;7;35
G41126;523;32;491;199;74;87;53;3;34;27;3;11
G41199;2710;55;2655;812;670;324;426;10;249;33;58;73
G41200;20986;736;20250;6869;3376;5062;2393;110;1399;296;277;468
G41201;194;8;186;106;10;34;18;2;10;4;0;2
G41202;293;12;281;108;45;65;20;16;22;1;1;3
G41203;773;21;752;190;175;223;68;1;57;8;9;21
G41204;1084;35;1049;278;222;301;106;7;72;13;19;31
G41205;261;14;247;98;48;46;26;6;19;0;1;3
G41206;211;6;205;83;33;45;23;0;9;2;3;7
G41207;419;17;402;137;61;112;48;1;23;12;3;5
G41208;378;18;360;159;58;83;35;1;14;3;2;5
G41209;768;41;727;286;97;126;102;4;58;36;7;11
G41210;247;12;235;122;26;45;14;1;19;3;3;2
G41211;275;11;264;114;36;67;22;0;15;2;2;6
G41212;453;24;429;184;43;126;30;0;27;3;4;12
G41213;723;32;691;287;81;193;46;5;32;19;11;17
G41214;678;19;659;211;92;215;59;1;40;12;11;18
G41215;677;21;656;206;124;224;45;4;18;6;6;23
G41216;151;5;146;67;14;22;17;1;17;2;2;4
G41217;223;10;213;50;55;52;40;0;7;3;2;4
G41218;774;22;752;260;142;157;81;1;60;16;6;29
G41219;384;3;381;92;81;112;56;2;19;4;1;14
G41220;363;15;348;124;46;107;31;1;19;7;4;9
G41221;308;10;298;128;42;61;34;2;18;2;7;4
G41222;250;5;245;144;12;43;20;0;13;9;2;2
G41223;385;13;372;116;56;118;36;3;22;5;7;9
G41224;442;27;415;165;55;123;40;3;13;7;3;6
G41225;3106;80;3026;747;627;787;440;18;246;30;67;64
G41226;255;12;243;135;17;41;32;1;11;3;2;1
G41227;324;10;314;147;21;88;23;1;20;9;3;2
G41228;469;13;456;133;80;127;68;1;27;5;7;8
G41229;317;16;301;115;62;61;29;0;19;2;5;8
G41230;264;10;254;92;45;64;20;1;18;7;6;1
G41231;855;39;816;348;119;156;83;8;56;13;12;21
G41232;492;23;469;166;44;132;72;2;37;5;3;8
G41233;511;16;495;191;72;120;50;2;34;7;8;11
G41234;635;26;609;225;132;150;56;3;24;4;3;12
G41235;246;7;239;113;24;57;25;1;12;1;4;2
G41236;223;13;210;77;62;41;15;0;7;1;4;3
G41299;2575;70;2505;665;417;538;463;10;265;30;37;80
G41300;23429;1017;22412;9847;3710;3587;2504;85;1573;400;276;430
G41301;169;11;158;69;27;26;8;1;14;3;4;6
G41302;226;6;220;102;40;45;16;1;6;4;2;4
G41303;638;29;609;254;119;105;65;1;48;5;5;7
G41304;779;37;742;275;136;152;83;5;52;6;15;18
G41305;440;17;423;243;41;56;43;0;24;5;9;2
G41306;168;12;156;80;21;24;14;0;8;5;2;2
G41307;229;4;225;118;32;31;21;0;15;1;2;5
G41308;993;53;940;397;142;142;144;5;69;8;13;20
G41309;1094;70;1024;279;329;154;126;5;79;18;16;18
G41310;457;21;436;187;79;71;48;2;29;5;13;2
G41311;188;17;171;93;10;38;7;5;13;0;1;4
G41312;537;20;517;251;70;83;59;1;34;8;4;7
G41313;489;22;467;190;130;61;31;2;25;15;3;10
G41314;422;14;408;177;75;62;38;2;40;4;4;6
G41315;370;19;351;118;90;92;20;1;18;2;2;8
G41316;567;22;545;222;115;92;52;2;37;5;11;9
G41317;482;30;452;219;66;82;25;0;20;33;4;3
G41318;600;21;579;247;93;105;45;1;49;16;7;16
G41319;212;15;197;103;36;35;8;2;5;4;2;2
G41320;239;10;229;123;45;30;13;1;10;3;2;2
G41321;481;18;463;190;81;58;73;0;34;10;2;15
G41322;452;34;418;222;42;83;18;0;24;19;5;5
G41323;722;18;704;333;108;112;81;2;49;7;3;9
G41324;224;14;210;124;23;31;7;0;8;10;2;5
G41325;569;22;547;260;69;78;70;2;44;8;7;9
G41326;567;31;536;274;92;61;43;3;26;9;6;22
G41327;516;18;498;268;49;87;38;1;34;6;7;8
G41328;504;28;476;219;47;79;51;1;38;26;10;5
G41329;481;30;451;253;75;46;43;2;18;6;5;3
G41330;858;18;840;339;132;127;132;0;60;14;11;25
G41331;425;22;403;154;55;102;47;2;24;5;5;9
G41332;1302;55;1247;507;232;213;147;9;91;14;13;21
G41333;189;19;170;88;27;22;20;0;9;0;0;4
G41334;676;27;649;320;90;92;72;3;43;17;7;5
G41335;355;15;340;154;62;31;46;2;26;12;3;4
G41336;257;8;249;112;38;24;38;0;28;0;2;7
G41337;482;22;460;215;64;86;42;1;33;7;6;6
G41338;894;40;854;429;89;143;92;4;54;25;11;7
G41339;445;16;429;205;68;71;36;1;21;12;2;13
G41340;219;10;209;84;45;38;16;2;15;3;2;4
G41341;218;6;212;111;35;44;10;1;10;0;0;1
G41342;1043;47;996;435;159;188;113;5;57;11;10;18
G41399;2251;49;2202;804;332;285;403;7;232;29;36;74
G41400;20913;699;20214;7002;3656;5300;1836;220;1169;292;325;414
G41401;296;10;286;105;58;70;30;1;16;0;4;2
G41402;1770;61;1709;475;435;486;145;15;92;14;31;16
G41403;642;20;622;183;106;176;66;5;42;14;11;19
G41404;575;29;546;198;85;144;61;8;25;9;8;8
G41405;397;8;389;180;65;71;26;0;30;3;9;5
G41406;427;11;416;155;55;126;30;3;28;3;4;12
G41407;304;8;296;113;53;60;37;2;19;4;4;4
G41408;563;17;546;157;125;179;27;9;30;4;9;6
G41409;902;27;875;364;97;232;67;9;52;7;20;27
G41410;449;13;436;187;103;89;32;1;8;2;11;3
G41411;659;37;622;196;82;187;51;6;36;41;10;13
G41412;132;9;123;61;3;39;8;0;7;3;0;2
G41413;806;26;780;307;139;189;63;7;36;17;6;16
G41414;746;24;722;190;97;285;69;1;42;4;20;14
G41415;519;10;509;215;85;119;34;3;25;17;3;8
G41416;603;34;569;142;141;162;54;1;39;8;7;15
G41417;661;21;640;282;83;176;34;5;32;8;5;15
G41418;959;22;937;252;236;281;74;2;51;12;12;17
G41419;532;19;513;174;64;154;50;1;36;12;9;13
G41420;585;21;564;225;30;179;24;52;26;17;5;6
G41421;394;19;375;140;65;102;23;6;23;5;4;7
G41422;1499;35;1464;339;366;411;171;8;79;8;30;52
G41423;733;27;706;316;79;165;59;6;38;26;2;15
G41424;353;16;337;154;24;88;18;29;15;2;2;5
G41425;403;5;398;156;68;73;56;14;20;0;4;7
G41426;794;29;765;267;161;207;58;4;37;5;16;10
G41427;206;8;198;99;19;60;5;1;11;0;3;0
G41428;536;32;504;219;88;133;23;0;24;3;10;4
G41429;513;18;495;164;133;108;38;0;14;17;9;12
G41430;677;40;637;260;59;153;87;4;42;9;5;18
G41499;2278;43;2235;727;452;396;316;17;194;18;52;63
G41500;25338;1107;24231;7194;5846;4419;3165;226;1857;376;443;705
G41501;647;32;615;256;65;111;82;16;39;4;10;32
G41502;940;28;912;264;155;159;181;5;85;12;26;25
G41503;1534;67;1467;385;304;310;209;33;132;22;19;53
G41504;1135;43;1092;343;247;185;156;7;86;24;19;25
G41505;703;42;661;291;124;117;54;4;35;10;11;15
G41506;2550;88;2462;654;548;466;411;18;193;26;76;70
G41507;1126;47;1079;351;316;161;106;4;66;9;23;43
G41508;489;28;461;145;98;80;57;18;34;16;4;9
G41509;585;20;565;164;181;94;50;3;34;15;9;15
G41510;630;31;599;314;56;113;37;4;31;27;7;10
G41511;785;39;746;211;165;184;110;8;43;3;11;11
G41512;645;32;613;102;271;112;58;3;33;5;7;22
G41513;438;17;421;163;100;70;41;6;18;7;11;5
G41514;1163;47;1116;379;208;208;159;1;91;14;16;40
G41515;510;15;495;274;53;73;32;4;27;9;11;12
G41516;3528;153;3375;723;1121;693;378;21;271;33;47;88
G41517;1296;56;1240;351;322;233;143;11;87;25;23;45
G41518;870;29;841;305;129;164;116;11;63;18;12;23
G41521;1260;50;1210;416;289;225;116;13;91;16;22;22
G41522;1562;61;1501;333;475;286;189;14;102;40;20;42
G41599;2942;182;2760;770;619;375;480;22;296;41;59;98
G41600;37025;1446;35579;11370;7367;5552;6049;197;3011;431;782;820
G41601;1587;79;1508;525;266;304;185;11;102;32;31;52
G41602;1870;106;1764;725;286;261;249;8;148;33;23;31
G41603;1624;101;1523;602;215;270;180;4;108;49;35;60
G41604;831;39;792;353;123;86;114;5;56;13;17;25
G41605;3191;123;3068;718;675;635;615;14;237;33;76;65
G41606;2355;81;2274;643;579;401;305;57;179;10;39;61
G41607;2310;112;2198;496;595;276;517;2;181;27;65;39
G41608;383;22;361;122;66;70;48;2;32;3;8;10
G41609;1880;66;1814;697;341;268;278;6;148;16;36;24
G41610;381;20;361;149;79;46;47;0;20;4;4;12
G41611;854;29;825;259;148;167;150;1;51;15;16;18
G41612;1025;46;979;426;158;178;103;6;64;12;15;17
G41613;899;21;878;292;166;133;146;8;86;11;21;15
G41614;1187;41;1146;368;219;147;228;4;134;17;11;18
G41615;1163;50;1113;440;174;176;172;1;87;15;19;29
G41616;222;12;210;81;29;59;14;2;14;2;0;9
G41617;1849;59;1790;502;347;223;449;12;147;14;67;29
G41618;1714;38;1676;431;374;227;371;9;180;14;47;23
G41619;513;18;495;176;120;84;59;0;38;3;6;9
G41620;547;28;519;261;93;70;52;6;30;1;2;4
G41621;542;37;505;176;112;86;70;2;41;1;10;7
G41622;614;35;579;281;85;97;36;1;54;8;8;9
G41623;380;13;367;134;70;73;52;2;24;0;8;4
G41624;1815;73;1742;384;534;307;250;6;144;18;40;59
G41625;861;38;823;424;118;120;63;1;40;25;10;22
G41626;1608;56;1552;435;445;209;279;9;94;13;40;28
G41627;743;15;728;263;145;101;134;1;46;7;15;16
G41699;4077;88;3989;1007;805;478;883;17;526;35;113;125
G41700;49251;2102;47149;13604;10582;10194;6089;194;3561;773;790;1362
G41701;1159;62;1097;200;448;248;81;5;43;17;12;43
G41702;597;16;581;170;121;85;117;1;64;3;12;8
G41703;2597;101;2496;406;863;644;269;4;138;42;46;84
G41704;495;25;470;213;44;98;55;2;24;20;6;8
G41705;596;39;557;155;123;162;54;5;26;6;11;15
G41706;375;22;353;204;38;60;29;0;18;1;2;1
G41707;610;37;573;191;136;123;56;2;40;7;7;11
G41708;345;31;314;139;25;83;27;0;17;12;4;7
G41709;1938;135;1803;436;467;511;166;9;113;18;31;52
G41710;1127;64;1063;345;199;248;117;5;74;25;18;32
G41711;953;56;897;290;178;178;125;5;68;19;14;20
G41712;373;17;356;203;29;56;34;1;22;3;3;5
G41713;1770;80;1690;159;665;500;153;6;101;14;31;61
G41714;329;10;319;114;54;54;50;1;25;7;3;11
